word typed,2019-06-05T06:42:24,Vieolett,1573,N,1
character typed,2019-06-05T06:42:24,i,0,N,1
character typed,2019-06-05T06:42:24,s,0,N,1
character typed,2019-06-05T06:42:25,t,0,N,1
word typed,2019-06-05T06:42:25,ist,386,N,1
character typed,2019-06-05T06:42:25,e,0,N,1
character typed,2019-06-05T06:42:25,i,0,N,1
character typed,2019-06-05T06:42:25,n,0,N,1
character typed,2019-06-05T06:42:25,e,0,N,1
word typed,2019-06-05T06:42:25,eine,294,N,1
character typed,2019-06-05T06:42:26,l,0,N,1
character typed,2019-06-05T06:42:26,a,0,N,1
character typed,2019-06-05T06:42:26,u,0,N,1
character typed,2019-06-05T06:42:26,t,0,N,1
character typed,2019-06-05T06:42:27,e,0,N,1
word typed,2019-06-05T06:42:27,laute,605,N,1
character typed,2019-06-05T06:42:27,F,0,N,1
character typed,2019-06-05T06:42:27,a,0,N,1
character typed,2019-06-05T06:42:27,r,0,N,1
character typed,2019-06-05T06:42:27,b,0,N,1
character typed,2019-06-05T06:42:28,e,0,N,1
word typed,2019-06-05T06:42:28,Farbe,883,N,1
sentence typed,2019-06-05T06:42:28,Vieolett ist eine laute Farbe,5201,N,1
character typed,2019-06-05T06:42:28,D,0,N,1
character typed,2019-06-05T06:42:29,e,0,N,1
character typed,2019-06-05T06:42:29,r,0,N,1
word typed,2019-06-05T06:42:29,Der,379,N,1
character typed,2019-06-05T06:42:29,s,0,N,1
character typed,2019-06-05T06:42:29,c,0,N,1
character typed,2019-06-05T06:42:29,h,0,N,1
character typed,2019-06-05T06:42:29,l,0,N,1
character typed,2019-06-05T06:42:29,a,0,N,1
character typed,2019-06-05T06:42:30,g,0,N,1
character typed,2019-06-05T06:42:30,f,0,N,1
character typed,2019-06-05T06:42:30,e,0,N,1
character typed,2019-06-05T06:42:30,r,0,N,1
character typed,2019-06-05T06:42:30,t,0,N,1
character typed,2019-06-05T06:42:30,i,0,N,1
character typed,2019-06-05T06:42:30,g,0,N,1
character typed,2019-06-05T06:42:31,e,0,N,1
word typed,2019-06-05T06:42:31,schlagfertige,1741,N,1
character typed,2019-06-05T06:42:31,L,0,N,1
